"","X1.ZCRm","X2.Energym","X3.EnergyEntropym","X4.SpectralCentroidm","X5.SpectralSpreadm","X6.SpectralEntropym","X7.SpectralFluxm","X8.SpectralRolloffm","X9.MFCCs1m","X10.MFCCs2m","X11.MFCCs3m","X12.MFCCs4m","X13.MFCCs5m","X14.MFCCs6m","X15.MFCCs7m","X16.MFCCs8m","X17.MFCCs9m","X18.MFCCs10m","X19.MFCCs11m","X20.MFCCs12m","X21.MFCCs13m","X22.ChromaVector1m","X23.ChromaVector2m","X24.ChromaVector3m","X25.ChromaVector4m","X26.ChromaVector5m","X27.ChromaVector6m","X28.ChromaVector7m","X29.ChromaVector8m","X30.ChromaVector9m","X31.ChromaVector10m","X32.ChromaVector11m","X33.ChromaVector12m","X34.ChromaDeviationm","X35.ZCRstd","X36.Energystd","X37.EnergyEntropystd","X38.SpectralCentroidstd","X39.SpectralSpreadstd","X40.SpectralEntropystd","X41.SpectralFluxstd","X42.SpectralRolloffstd","X43.MFCCs1std","X44.MFCCs2std","X45.MFCCs3std","X46.MFCCs4std","X47.MFCCs5std","X48.MFCCs6std","X49.MFCCs7std","X50.MFCCs8std","X51.MFCCs9std","X52.MFCCs10std","X53.MFCCs11std","X54.MFCCs12std","X55.MFCCs13std","X56.ChromaVector1std","X57.ChromaVector2std","X58.ChromaVector3std","X59.ChromaVector4std","X60.ChromaVector5std","X61.ChromaVector6std","X62.ChromaVector7std","X63.ChromaVector8std","X64.ChromaVector9std","X65.ChromaVector10std","X66.ChromaVector11std","X67.ChromaVector12std","X68.ChromaDeviationstd","X69.BPM","X70.BPMconf","X71.BPMessentia","fit.cluster","X1","X2","index"
"1",0.136439587512,0.0888612604609,3.20120055599,0.262825495684,0.249211625008,1.11442292884,0.00700270258469,0.256682029484,-22.7232593374,1.59407399565,0.0112760722048,0.204467793454,0.0420719654888,0.0485515899345,0.158505491633,0.118983685677,-0.147955699114,-0.186151731078,-0.0264178487973,-0.00726377188332,-0.0179001075452,0.0115807132665,0.00874687512942,0.0410814802994,0.0144969049188,0.0257114045744,0.0125871374095,0.0601697401457,0.00286416266716,0.00463082524181,0.00957576998292,0.0260794744853,0.00416055824496,0.0321852002743,0.0501432975014,0.0473131766948,0.102995124458,0.0412845831111,0.0177254922909,0.414830554523,0.00586681276524,0.13377763726,0.838302340328,0.505911029428,0.356206237392,0.33607449014,0.28888769372,0.278648643225,0.28343683483,0.300305284706,0.287688140742,0.296691800566,0.258530529752,0.238352124497,0.194700786109,0.0131375053453,0.011664566419,0.0320492869472,0.015463739321,0.0204534369129,0.0129430242177,0.046396644828,0.00343093858074,0.00498100270176,0.0108183712566,0.0240005438758,0.00520087819148,0.015055978674,133.333333333,0.132792037716,128,3,-2.92591412029712,27.0793532997437,"1"
"2",0.148838734199,0.162450633021,3.2358647338,0.27202382334,0.254924762593,1.39547135034,0.00390851321801,0.266763659375,-20.6472485991,0.933835331158,-0.212135351235,0.430749164625,0.284651034316,0.192827152974,0.124327038952,0.135425211987,-0.0463326564862,0.0577149588452,0.101898792022,0.0372078823325,0.00454253288434,0.0100700211043,0.00596950216677,0.0376835866072,0.00849306829708,0.0121060977545,0.00666539110215,0.089519408946,0.0035155492385,0.00608077891655,0.00647257148102,0.0301722872183,0.0043456596251,0.0319998966319,0.0463274667228,0.0491652889942,0.0585309543451,0.0395880322027,0.0201922002747,0.405706418807,0.00232729220337,0.124306737098,0.605286676506,0.374451551919,0.311539365912,0.283831880469,0.224674506462,0.224227893463,0.223305188679,0.228481552746,0.236638699535,0.240364341365,0.21696997068,0.189081363763,0.166328965155,0.00952242750413,0.00669560852269,0.0236153846685,0.00771575321812,0.0103112883205,0.00621466751404,0.0628016464932,0.00417591320534,0.00583443021955,0.00632616346756,0.0248313787002,0.0048059392686,0.0160885525962,133.333333333,0.16522875817,128,3,-2.32665640827644,27.0853882635402,"2"
"3",0.142831912472,0.113730359791,3.20825248772,0.270393023737,0.25968739775,1.23039615969,0.00440762128489,0.255869949374,-21.3223660654,1.4754968705,-0.307359520931,0.280809996318,-0.030163004911,-0.00909579709951,0.142322965411,-0.129735653331,0.0124301104371,-0.00346233282758,0.0672219870274,0.119285940775,0.0681076271527,0.0119903991658,0.00320926280062,0.0584119730996,0.0080641289808,0.0133408089111,0.00738380784458,0.0620297302325,0.00373993647468,0.00690007453978,0.00783581648621,0.0322129782908,0.00682218796331,0.0306298554115,0.053187921476,0.0459933058968,0.0728066324909,0.0487524324851,0.0182408283399,0.405379217729,0.00311334316957,0.15848811124,0.659616515374,0.307239633237,0.259468648497,0.238159327041,0.215015662627,0.207857276634,0.192099977258,0.192385510922,0.193835606823,0.189307969868,0.199338691165,0.181579911368,0.16395339488,0.00887580119519,0.00258270342741,0.0409992471354,0.00602759972279,0.0113660844376,0.00594382957371,0.0450484486945,0.00352696041486,0.00557531718527,0.00589614695334,0.0198963030525,0.00543258757781,0.0131228749617,133.333333333,0.153024911032,127,3,-3.01122228623984,27.1397009453096,"3"
"4",0.122405972395,0.179541138156,3.21333471562,0.263733155262,0.265892680504,1.05012521105,0.00547067358559,0.212247468717,-20.8928929585,1.56373724473,-0.029494207075,0.27964061342,0.117070809457,0.105715910445,0.0578590774641,0.10046672123,0.111774402606,0.0819568027697,0.0131413621396,0.0569442509339,0.0406554270385,0.0140397138356,0.0031722405852,0.0863351254648,0.00703955539651,0.0144902359213,0.0110746848223,0.097952758048,0.00163575697271,0.00374431106859,0.00756309659179,0.0278953012586,0.00567249825421,0.0414556862876,0.0497498228833,0.0721734841754,0.0718958115044,0.0406939217748,0.0149843158533,0.442518413692,0.00475812370856,0.137593119111,0.668191386049,0.347945954992,0.333964076387,0.283997648712,0.242963840766,0.215206705921,0.232372552056,0.223539394608,0.207147444605,0.216333899833,0.209386584164,0.193474805889,0.182514490125,0.0133504908315,0.00364091833133,0.0585822220566,0.00806133718987,0.0137207604598,0.0105519620455,0.074385516453,0.00198297547231,0.00334293367779,0.00743127149656,0.0202331323257,0.00599128908761,0.019245847509,133.333333333,0.186743951613,129,3,-2.27360383791704,27.4861083919492,"4"
"5",0.154519513962,0.102254061753,3.21349381705,0.275844676934,0.251397472949,1.4385380564,0.00515389821282,0.285349046391,-21.5936420892,1.02377311084,-0.00710837819367,0.275841485866,-0.0297732857349,-0.0128012398344,-0.0465181763207,0.129423756058,0.0995214314248,0.212897329319,0.172822115489,0.162043422259,0.0339545686136,0.00737714599791,0.00327964664363,0.0413159669507,0.00586296793927,0.011463766731,0.0081090896434,0.085298229601,0.0039845521009,0.00961151803416,0.011606996096,0.0283226403182,0.00535855624013,0.0330352703695,0.0500299150259,0.0493551069032,0.0940455353704,0.0377390851848,0.0175983715783,0.428402245768,0.00473164327812,0.123133477013,0.76314573329,0.472002981359,0.363624559934,0.298918763829,0.277088096075,0.251039383319,0.246031992603,0.258366881693,0.248681194894,0.245537211056,0.231953985978,0.228748207315,0.186391878874,0.0070837164617,0.00317295304941,0.0295335263957,0.00719057520094,0.0103073950081,0.0101076986976,0.0672767296099,0.00514962079445,0.0110164933536,0.0122949934743,0.0252670438086,0.00578136586241,0.0159093044732,120,0.164715274082,126,1,-2.85111492241534,25.3003478361842,"5"
"6",0.126170738211,0.107742236694,3.20561037969,0.263191574254,0.247593938777,1.19987451135,0.00518883113293,0.226686288089,-22.1422937548,0.950576542966,-0.171665001867,0.386115038544,0.015915139751,0.176087596324,0.0120683841966,0.00853463604849,0.0633999381088,0.181135712792,0.133644085997,0.0706526183445,0.0133756879267,0.00864345804592,0.00290077235987,0.118767111317,0.00812486620631,0.00897510209436,0.00538898239526,0.0539511794927,0.00516216285816,0.00558272817094,0.0087615764702,0.0368470610343,0.00368869357785,0.0469688886817,0.041583362292,0.0408909697346,0.101070523549,0.0296759916885,0.0149060877807,0.382913403199,0.00370086396248,0.107083831138,0.708058281204,0.390148486526,0.346371595525,0.31798118724,0.270741986082,0.248172840595,0.250177515597,0.249422353713,0.232353587463,0.216350628555,0.234955559598,0.216759554824,0.184009202133,0.00876226970204,0.00323204191064,0.0748907949552,0.00848957523818,0.00716197561483,0.00471512119099,0.0490802505187,0.00565111551578,0.00603959567653,0.00799836644097,0.0276902898549,0.00368123178888,0.0199464128019,133.333333333,0.122153763729,129,3,-2.05560549036499,27.144937514057,"6"
"7",0.0945091062502,0.0992967698115,3.13856340024,0.222913802834,0.234063289674,0.879532095064,0.00585087393522,0.160734589423,-22.491756168,1.52549181825,0.175364594396,0.537112745124,0.229684185512,0.244514649036,0.0398282698995,0.0984714527182,0.0573733193795,0.0652429761787,0.120767067283,0.14867838822,0.0578331563514,0.0158707538061,0.00363882551435,0.096557907417,0.00344752177437,0.00886867327639,0.00917190206717,0.0821191854077,0.00217291994162,0.00561954591983,0.00953777832166,0.0443956760304,0.00440842401847,0.042630542803,0.0319827548115,0.0420665308704,0.140251875774,0.0326233687893,0.0180418046284,0.350820277101,0.00439900267738,0.0837425852113,0.740845426593,0.481530867712,0.27974334375,0.276210646514,0.227034595487,0.216478725712,0.212431676627,0.22375568834,0.222243046601,0.19621494485,0.213284859599,0.199591986541,0.169973653628,0.0129255288716,0.00381576383087,0.0472099470669,0.00326124721336,0.00808923440422,0.00636011941985,0.0512876054282,0.00265084915343,0.00481374266111,0.00965214353068,0.0300938085455,0.00473656645755,0.0129671931596,133.333333333,0.172026143791,129,3,-2.56400383481003,26.2632479166416,"7"
"8",0.123851231413,0.127097178087,3.1808866025,0.256108899906,0.241232918182,1.1281548775,0.00916401061359,0.225137787754,-22.8370369345,0.925230446198,0.00783485622128,0.21033124601,0.109850332347,0.19691379303,0.0881122817169,0.0781713839846,0.142307769887,0.0491422625045,-0.0044687055633,-0.00462947329352,-0.0139653537477,0.00955701182404,0.00788562435081,0.0736712608888,0.00463302203487,0.00794786000629,0.00738165155091,0.125540317939,0.0027465412288,0.00328690546975,0.00635249672661,0.0208233165648,0.0038278702586,0.0489330721847,0.0609650897832,0.0617893319131,0.116809277797,0.0541188341812,0.0237224052279,0.530236129661,0.00796774186223,0.153101908081,1.03529394272,0.567697044582,0.475096907844,0.449010412923,0.328442124982,0.317300634886,0.244561167448,0.310139872506,0.294455439652,0.233423145129,0.256772557877,0.227422119143,0.21384362112,0.011137881279,0.0112014689576,0.0575480233907,0.00603336477433,0.0110588698096,0.00768089513917,0.0956625312924,0.0039077339142,0.0045849799184,0.00768227569868,0.0289249642956,0.00523526122648,0.0239135363694,133.333333333,0.163769889841,128,3,-1.86405348536045,26.5062440756893,"8"
"9",0.132749168179,0.163187027265,3.15638935971,0.273809808886,0.259660130475,1.22899961286,0.0106632242082,0.243883091349,-21.9674455728,0.98186934234,-0.139687305821,0.467056646287,0.192085641599,0.268263406825,0.11091626627,-0.0460635843451,0.0129426920756,0.12088717033,0.0331757628789,0.108159929695,0.0216633575349,0.00617780159502,0.00179641203371,0.141706532521,0.00557680574738,0.00895444957336,0.0071169898109,0.0497646304674,0.00250653983427,0.00733060056768,0.00702388618894,0.0287245083469,0.00306671602846,0.0469753488208,0.0626245291017,0.0693397008425,0.133263272046,0.0486068935343,0.0178880255697,0.577696681055,0.0134428981116,0.150375381092,1.46417852137,0.639001720903,0.502867354129,0.329822741957,0.298355958696,0.240798956521,0.247459212444,0.221315235467,0.223455045742,0.21951258927,0.179163314439,0.175044651731,0.175087082418,0.00667304050878,0.00200955095221,0.111758445112,0.00560635802557,0.00932848316154,0.0045047114316,0.0646856312765,0.00321090355977,0.00831578036971,0.00771414571693,0.0264640712052,0.00359844394931,0.0304075006015,133.333333333,0.220581113801,129,3,-2.13853123487424,27.9981573309738,"9"
"10",0.117524855128,0.143360210171,3.15712072884,0.253023075172,0.243521066249,1.16818812617,0.00742042966644,0.209386243513,-21.8270887792,0.886809621298,-0.0307797937513,0.477976978615,0.164220879465,0.160960330689,0.0135071691665,0.0353667439888,-0.0229257211117,0.105072931578,-0.0146993158739,0.0178327615286,-0.00328843869362,0.00651239255221,0.00318753403281,0.167896918897,0.00701213047375,0.00849204295613,0.00486324361899,0.0477540338109,0.00248552010353,0.00470336643978,0.00702043013618,0.0189955092092,0.00310448717426,0.053339032856,0.044974670259,0.0580389439438,0.115183634135,0.0350554842886,0.0196656523118,0.445287196028,0.00576422646921,0.109556917945,1.02661636427,0.523365617414,0.393949882888,0.31689221129,0.268058560139,0.250542033026,0.270932288904,0.250755125341,0.23231318864,0.231999558239,0.217519464285,0.201836269405,0.184897036444,0.00668914517718,0.00375122183309,0.0983124260852,0.00767335139585,0.0085871821102,0.00452864054512,0.0503783471457,0.00328503159688,0.00526092962404,0.00801354854021,0.0188798326969,0.00365020989549,0.0245726435545,133.333333333,0.16125,129,3,-2.18155211932196,27.0249515645855,"10"
